Entry,Progen2_medium_ll,Progen2_base_ll,Progen2_large_ll,Progen2_xlarge_ll,Progen2_BFD90_ll,ESM2_650M_pppl,ESM2_3B_pppl,ESM2_15B_pppl
Q4WUV9,-1.972964585,-1.667698741,-1.812323034,-0.644868702,-1.334436953,-1.466163191,-1.235776456,-1.154049735
Q4WVD9,-1.521514952,-1.376333416,-1.485693216,-0.806701601,-1.297789693,-1.56365544,-1.478915441,-1.449370103
Q4WVV6,-2.75891459,-2.659548402,-2.759258032,-1.138289571,-2.367612123,-1.768595526,-1.546788213,-1.378047714
Q4WWP1,-1.014289767,-1.037730396,-0.955438912,-0.679087877,-0.849018484,-1.555907471,-1.418550404,-1.418916514
Q4WWW9,-1.807739258,-1.746235967,-1.882108331,-1.427918494,-1.713961184,-1.54077343,-1.327440512,-1.337876644
Q4WX30,-1.76183331,-1.665023863,-1.939285934,-0.844450682,-1.435224354,-1.275564881,-0.918148039,-0.796560419
Q4WX90,-1.217657506,-1.143426895,-1.145550549,-0.598795325,-0.949694991,-1.111290964,-0.823881448,-0.793586602
Q4WXE9,-2.395503759,-2.207957506,-2.368661165,-0.796133161,-1.718396306,-1.18391098,-0.866653435,-0.693295158
Q4WXV2,-1.773060262,-1.556259274,-1.645872712,-1.161215901,-1.316307425,-1.674685339,-1.322566835,-1.292210611
Q4WXY3,-2.208551407,-1.917981267,-2.339474082,-1.055501103,-1.626751602,-1.498913179,-1.291691525,-1.218819933
Q4WY08,-1.374143243,-1.230900228,-1.204845726,-0.723979086,-1.059726298,-1.072526027,-0.66702797,-0.465797674
Q4WY16,-1.530217767,-1.41053468,-1.562219262,-0.69153294,-1.218417704,-1.641972341,-1.455135867,-1.295474271
Q4WYK9,-1.459596634,-1.343454599,-1.170434058,-0.899689853,-1.170333803,-1.885017878,-1.827078416,-1.724672712
Q4WZS1,-1.465450227,-1.42378372,-1.632939637,-0.804359734,-1.192327023,-1.288455625,-0.887316138,-0.772644731
Q4X054,-1.800075829,-1.49279654,-1.354157209,-0.638661206,-1.04831022,-1.48560327,-0.988926396,-0.769913864
Q4X0S7,-0.962325215,-0.960101455,-1.031631529,-0.68520999,-0.899806648,-1.780066415,-1.605964533,-1.559616216
Q4X1F8,-1.721464515,-1.604828358,-1.769682407,-1.097516298,-1.434456825,-1.492277147,-1.282611175,-1.159233871
Q4X1I3,-1.387508512,-1.259429187,-1.304031372,-0.639065862,-0.917528391,-0.50590612,-0.406199496,-0.299403927
Q7LKT3,-0.331764117,-0.387268811,-0.385167509,-0.243635841,-0.316866964,-1.80665082,-1.384578766,-1.074622788
Q92450,-1.3565588,-1.387037933,-1.430969,-1.15613091,-1.289083123,-1.346672315,-1.184611795,-1.222908226
Q9Y8D9,-0.811275333,-0.651671231,-0.738915324,-0.412002489,-0.627437413,-1.194839819,-1.115751176,-1.00557716
A4DA73,-2.862329364,-2.865869522,-2.834305167,-1.507451177,-2.609069109,-1.253678664,-0.741655232,-0.486539959
B0XNT4,-2.401409149,-2.357307911,-2.438680649,-1.888425171,-2.257478595,-1.650076013,-1.452952494,-1.179191328
B0XQ54,-1.631317794,-1.664081395,-1.717770934,-1.035210878,-1.441293776,-1.30952664,-1.085527288,-0.932883821
B0XQB9,-1.725130856,-1.492447972,-1.725268722,-0.625966668,-1.095756114,-1.013126582,-0.729737305,-0.634766255
B0XS74,-1.479997337,-1.302652538,-1.272179306,-0.717806756,-1.074777246,-1.229228973,-0.888455665,-0.698876442
B0XVA3,-2.706458092,-2.652639627,-2.820834041,-2.196280837,-2.524963737,-2.189843217,-2.101995842,-2.00139934
B0XWG9,-1.044807732,-1.015085816,-0.998063207,-0.653249294,-0.869131505,-1.880435799,-1.862817957,-1.746819188
B0XXL3,-1.372641981,-1.229813755,-1.204911351,-0.725052595,-1.057243943,-1.074182838,-0.675793559,-0.487959569
B0XXN5,-2.208551407,-1.917981267,-2.339474082,-1.055501103,-1.626751602,-1.498913179,-1.291691525,-1.218819933
B0XYC8,-1.217657506,-1.143426895,-1.145550549,-0.598795325,-0.949694991,-1.111290964,-0.823881448,-0.793586602
B0Y1E7,-2.778086185,-2.839142561,-2.862491727,-1.925423145,-2.732587695,-1.793464314,-1.599920233,-1.329118014
B0Y240,-2.753263831,-2.65347743,-2.754422426,-1.118716955,-2.356712103,-1.766308521,-1.543735264,-1.375623827
B0Y356,-1.023082256,-0.996271193,-0.802353173,-0.478625283,-0.81969136,-1.946016911,-1.705803572,-1.634627856
B0Y4D6,-1.972546875,-1.677574396,-1.814901233,-0.655679494,-1.339377761,-1.472105292,-1.238799505,-1.159674275
B0Y4J4,-1.318662345,-1.240653813,-1.254811943,-0.841555417,-1.108119607,-1.264084752,-1.119563932,-1.074445744
B0Y5R7,-2.541172385,-2.434089184,-2.706120849,-1.15530324,-1.949802816,-1.675346181,-0.904616604,-0.698456623
B0Y606,-2.010541618,-2.171697617,-2.227293968,-1.140424132,-1.654144883,-1.36542524,-1.116230771,-0.772727224
B0Y6I4,-1.869968474,-1.754935145,-1.971792698,-1.230727553,-1.662397385,-1.835749362,-1.633951511,-1.469994382
B0Y762,-1.917841733,-1.753605902,-1.960859954,-0.885181189,-1.460983992,-1.260268563,-1.046830492,-0.980859372
B0YCA6,-2.113137543,-2.058980644,-2.125830531,-0.964801461,-1.75786984,-1.376412826,-0.952931886,-0.840480202
B0YEJ3,-2.862329364,-2.865869522,-2.834305167,-1.507451177,-2.609069109,-1.253678664,-0.741655232,-0.486539959
Q4W9B7,-2.853056312,-2.852485538,-2.850157261,-2.119791508,-2.834983826,-1.941466366,-1.746866374,-1.615250373
Q4WCH5,-2.018825471,-1.938855827,-1.997644901,-1.374916792,-1.780090749,-1.572583519,-1.452064212,-1.283202888
Q4WDH9,-2.826998353,-2.808911204,-2.788558006,-1.260151088,-2.220837593,-2.723846864,-1.19440547,-0.744325539
Q4WE58,-2.66871202,-2.45676136,-2.705846906,-1.329763412,-1.9513973,-1.428384764,-1.351380539,-1.280482432
Q4WEY4,-1.621140838,-1.581720769,-1.651145101,-1.126639962,-1.434711635,-1.367861605,-1.320411,-1.286354405
Q4WH96,-2.819967508,-2.82040298,-2.827064157,-2.111971617,-2.740590692,-1.984669188,-1.812394662,-1.635887375
Q4WHK3,-1.795465946,-1.901208878,-1.713652968,-0.965942651,-1.265596986,-0.868648436,-0.610285618,-0.518375843
Q4WHN5,-2.689664245,-2.671778321,-2.681177974,-1.674884558,-2.49932611,-2.047695276,-1.661569743,-1.45804966
Q4WI01,-1.40449363,-2.900074959,-1.17557478,-0.768251151,-1.151646256,-0.69140789,-0.5367016,-0.397183982
Q4WIK9,-2.630461693,-2.498531222,-2.67989409,-1.46058923,-2.116481662,-1.561826498,-1.467728651,-1.308332376
Q4WJH6,-2.257997751,-2.11384964,-2.34527266,-1.022293866,-1.738886297,-1.721021307,-1.61359792,-1.690569601
Q4WKB2,-1.565781176,-1.48462081,-1.521772683,-1.011037767,-1.336699903,-1.257050993,-0.887432879,-0.796853892
Q4WLS7,-2.225005627,-1.952257752,-2.238073826,-1.153517246,-1.816302538,-1.570757691,-1.341460846,-1.108437702
Q4WMG1,-2.372787595,-2.262488484,-2.426834702,-1.251135528,-2.083755493,-1.572005453,-1.435502068,-1.354439165
Q4WNC6,-2.881646872,-2.878879428,-2.873078585,-2.61051631,-2.886095285,-1.885052627,-1.492254538,-1.275366286
Q4WNX1,-2.569064736,-2.495429397,-2.721288919,-1.197184682,-2.042603254,-1.703267127,-0.933003658,-0.734076367
Q4WP59,-2.010541618,-2.171697617,-2.227293968,-1.140424132,-1.654144883,-1.36542524,-1.116230771,-0.772727224
Q4WP83,-2.608185053,-2.599908829,-2.60195744,-1.343706787,-2.513363481,-1.553114154,-1.093741241,-0.631552149
Q4WQC5,-1.318662345,-1.240653813,-1.254811943,-0.841555417,-1.108119607,-1.264084752,-1.119563932,-1.074445744
Q4WRB8,-2.34928441,-2.135223031,-2.17453897,-0.827615142,-1.595511079,-2.514712025,-1.273399137,-0.963040168
Q4WT40,-1.189152241,-1.006129146,-1.135212451,-0.612449527,-0.97419998,-1.081310134,-0.886876303,-0.808328861
Q4WTA6,-1.725130856,-1.492447972,-1.725268722,-0.625966668,-1.095756114,-1.013126582,-0.729737305,-0.634766255
Q4WTH1,-1.631317794,-1.664081395,-1.717770934,-1.035210878,-1.441293776,-1.30952664,-1.085527288,-0.932883821
Q4WTM9,-1.023082256,-0.996271193,-0.802353173,-0.478625283,-0.81969136,-1.946016911,-1.705803572,-1.634627856
Q4WVK2,-2.778086185,-2.839142561,-2.862491727,-1.925423145,-2.732587695,-1.793464314,-1.599920233,-1.329118014
Q4WWL0,-2.606045127,-2.591891408,-2.684593558,-1.802166104,-2.466956973,-1.968475506,-1.794838252,-1.725165385
Q4WX99,-2.237389803,-2.181230664,-2.291501403,-1.469460785,-2.019293189,-1.623582417,-1.239407449,-1.053834054
Q4WYK1,-1.044807732,-1.015085816,-0.998063207,-0.653249294,-0.869131505,-1.880435799,-1.862817957,-1.746819188
Q4WYS1,-2.388348341,-2.34931004,-2.535373807,-1.30762279,-1.642647088,-1.479503692,-1.158680949,-1.176005947
Q4WZJ2,-2.70734489,-2.663855076,-2.820569992,-2.209450841,-2.545728087,-2.183479175,-2.087737839,-2.00253785
Q4X0I5,-2.555286884,-2.55698216,-2.553800702,-1.526372194,-2.175150871,-1.740140772,-1.514610768,-1.224327003
Q4X0I8,-1.062278509,-0.981192172,-1.115202665,-0.735535204,-0.888076037,-0.72335346,-0.53250598,-0.576335356
Q4X1D2,-1.479997337,-1.302652538,-1.272179306,-0.717806756,-1.074777246,-1.229228973,-0.888455665,-0.698876442
Q6MY48,-1.112756252,-1.109894753,-1.241274536,-0.791269898,-0.991821498,-1.86855355,-1.565731247,-1.448929551
Q873W8,-0.855141461,-0.851421058,-0.728937984,-0.47399646,-0.665882081,-0.618441372,-0.593836394,-0.487314785
Q8NKF4,-0.417236224,-0.437612221,-0.463973999,-0.22873351,-0.344119594,-2.029594215,-1.905865793,-1.646370896
O87393,-0.739711404,-0.750232577,-0.672287494,-0.487174034,-0.687492937,-1.300687061,-0.982887124,-0.887304352
Q59747,-0.607165664,-0.620107859,-0.560625702,-0.327122957,-0.533325225,-1.36013949,-1.167164752,-1.013825974
Q92LH1,-0.722172141,-0.76462844,-0.712920845,-0.519873157,-0.636683404,-1.196526097,-0.964818609,-0.866592663
Q92LH8,-0.87563166,-0.851565421,-0.842911452,-0.567014068,-0.708997071,-1.209857579,-1.165807714,-1.141236019
Q92MA5,-0.668621272,-0.660304606,-0.588493079,-0.485997379,-0.544229716,-1.485319329,-1.302256378,-1.245551102
Q92Q98,-0.559883416,-0.538375139,-0.492589191,-0.334393501,-0.463162377,-1.044817238,-0.989113649,-0.963516858
Q92QB4,-1.118090391,-1.040993392,-1.090712547,-0.832488805,-1.019182026,-1.081688198,-1.035044974,-1.026461218
Q92QX5,-0.991387904,-0.938659072,-0.951387227,-0.78267172,-0.904571474,-0.892526346,-0.856409094,-0.812760726
Q92SC4,-0.878546834,-0.849429965,-0.81931752,-0.602747917,-0.784518749,-0.997318609,-0.911027794,-0.87065561
Q92SI3,-0.904725045,-0.893776387,-0.995207042,-0.68486014,-0.810228407,-1.093367471,-1.008244323,-0.824278652
Q92SM6,-0.998130202,-1.031674206,-1.007460356,-0.878600419,-0.961221427,-1.15119781,-1.089085233,-1.020297761
Q92SQ3,-0.60785383,-0.608266234,-0.553870231,-0.422680631,-0.505219296,-1.357393128,-1.177064274,-1.113070477
Q92TI2,-0.864711344,-0.815228432,-0.836005181,-0.583226562,-0.718348652,-0.976675295,-0.817328635,-0.820468083
P66488,-0.747183651,-2.341092467,-0.641832978,-0.492325887,-0.617801398,-2.895142805,-1.178268591,-0.917970491
Q925W7,-0.691139221,-0.761200428,-0.5841676,-0.47875537,-0.620885342,-0.767902334,-0.481936804,-0.423407759
Q925X7,-0.66073516,-1.030500054,-0.486371771,-0.48743917,-0.569880247,-0.892364967,-0.705580089,-0.617551756
Q92L73,-0.571992725,-0.519234121,-0.430368081,-0.349037051,-0.461000919,-1.518896377,-1.37352743,-1.275559879
Q92M79,-0.72089833,-0.672966897,-0.62839973,-0.498659045,-0.582711965,-1.014084468,-0.945160221,-0.871571403
Q92N62,-0.72065863,-0.69027105,-0.644717336,-0.540448278,-0.659090221,-1.085358406,-0.929999206,-0.816290699
Q92Q55,-0.757313132,-0.763806015,-0.719427466,-0.528615728,-0.692572534,-1.126972552,-1.085485612,-0.950653524
Q92QF1,-0.895716578,-0.912577212,-0.786130995,-0.61682561,-0.779649526,-1.239112076,-1.158117845,-1.148033828
Q92QF2,-1.063158154,-2.844275832,-1.114233792,-0.755697191,-1.020331144,-0.814359699,-0.586163801,-0.523649287
Q92QF4,-1.034435809,-1.677302241,-0.911355644,-0.728933394,-0.840687305,-1.09009685,-1.045243675,-1.01273237
Q92QF7,-1.123640418,-2.803160429,-0.990070522,-0.62276125,-0.939348221,-1.376303331,-1.147353163,-0.984655119
Q92QF8,-0.864018798,-0.791547775,-0.737704426,-0.642502427,-0.735185772,-1.163411379,-1.058338465,-1.082930627
Q92QG0,-0.682745576,-1.321808934,-0.461224735,-0.456020519,-0.579833806,-0.970365988,-0.97415838,-0.847457585
Q92QG2,-1.160080612,-2.498249292,-1.089052856,-0.909364522,-1.096940756,-1.040906247,-0.9421247,-0.811044139
Q92QG3,-0.960275918,-0.882543921,-0.846148401,-0.693049133,-0.778551638,-1.124531959,-1.077305886,-0.968269347
Q92QG4,-0.756382674,-0.758714318,-0.708045244,-0.63155213,-0.717518121,-1.337922231,-1.286380979,-1.313075988
Q92QG5,-0.889365137,-0.916463673,-0.86777398,-0.616891146,-0.775394946,-1.355993388,-1.230032815,-1.242442484
Q92QG7,-0.685663432,-0.703994036,-0.621434033,-0.47551246,-0.621265084,-1.021278196,-0.849513348,-0.64775261
Q92QG9,-0.789294094,-0.769558549,-0.656422943,-0.462241024,-0.60828954,-1.319505541,-1.21126666,-1.196259687
Q92QH0,-0.880387366,-0.823906124,-0.7882393,-0.658842742,-0.767820984,-1.103599944,-0.970203547,-0.929272147
Q92QH1,-0.684003145,-1.664918423,-0.462547541,-0.529938698,-0.647675902,-0.835372066,-0.732016678,-0.667436792
Q92QH4,-0.695337474,-0.878034323,-0.554232806,-0.51219064,-0.653378755,-2.027214803,-1.825448281,-1.748989803
Q92QH9,-0.921093643,-0.897551149,-0.914579332,-0.673515469,-0.819560349,-0.959016916,-0.735760271,-0.681685871
Q92QI0,-0.628291041,-0.62032643,-0.499363676,-0.393388361,-0.542068243,-0.943129774,-0.799731712,-0.812121556
Q92QR4,-0.839526087,-0.798877418,-0.725761563,-0.594306022,-0.710123211,-1.222727061,-0.988979601,-0.899226699
Q92QR5,-0.87376526,-0.948313802,-0.790263474,-0.685089022,-0.812454492,-1.1865589,-1.215790094,-1.154839094
Q92RM8,-0.867493093,-0.832219273,-0.864377797,-0.554484785,-0.779027432,-1.237010516,-1.107895933,-1.00459144
Q92SW1,-0.930751801,-1.472621143,-0.894834071,-0.778002441,-0.910767347,-1.031123738,-0.905163746,-0.880524411
P03945,-1.020511925,-1.022893667,-0.95316419,-0.570923522,-0.827250749,-1.692458304,-1.669531547,-1.669043648
P78695,-0.661279172,-0.671178639,-0.569043964,-0.410255015,-0.533366978,-1.219243293,-1.094378468,-1.165626975
Q01369,-0.537902832,-0.564762801,-0.614408791,-0.225282557,-0.366241083,-1.170947822,-0.857569664,-0.73362975
Q7SDM3,-0.970727444,-0.941445917,-0.933255494,-0.652118862,-0.831131339,-1.123630375,-0.915464877,-0.68667895
A7UW97,-0.8258169,-0.755196154,-0.741147161,-0.51555717,-0.708640844,-1.551016336,-1.414883394,-1.367704735
A7UWD5,-1.181925058,-1.174696565,-1.187493861,-0.778741747,-1.028532743,-0.971850231,-0.709727581,-0.680468594
O13492,-1.569205761,-1.547571003,-1.644049346,-0.979343981,-1.284972847,-1.275205583,-1.067209886,-0.931340343
P00048,-0.911225766,-1.23185879,-0.887223303,-0.565199703,-0.736833543,-1.407923473,-1.322929692,-1.306667258
P00411,-1.124135613,-1.13811934,-0.953565091,-0.457811713,-0.750807554,-1.350148018,-1.235587957,-1.183968662
P00842,-1.482038617,-1.449505389,-1.515065193,-1.022194862,-1.353625715,-1.118269599,-0.842483454,-0.628035491
P04914,-0.331764117,-0.387268811,-0.385167509,-0.243635841,-0.316866964,-1.80665082,-1.384578766,-1.074622788
P05220,-0.260485888,-0.2502864,-0.258793846,-0.175680384,-0.224491984,-1.560342591,-1.48633258,-1.328175938
P07509,-0.85811016,-0.808793366,-0.951662093,-0.504446179,-0.693781108,-1.137260953,-1.079976592,-0.997374783
P23704,-0.601554066,-0.574956924,-0.518632919,-0.395539165,-0.490031734,-2.01203783,-1.913741268,-1.865835014
P51599,-1.326191962,-1.315924287,-1.353225172,-1.049758315,-1.245796263,-1.560080205,-1.595338756,-1.584385722
Q1K4R6,-1.071839809,-1.049106479,-1.175361335,-0.819629371,-0.970248222,-1.054154185,-0.893481204,-0.775180206
Q35128,-0.899922937,-0.85655728,-0.680605143,-0.519131839,-0.721215665,-1.926694682,-1.737051214,-1.644317766
Q7S745,-0.860841334,-0.826790094,-0.895856053,-0.584023416,-0.794089139,-1.425506042,-1.130448445,-1.087112843
Q7S8C4,-1.100986421,-1.103956044,-1.045624197,-0.856078684,-1.035716474,-1.131117439,-1.031336072,-0.935510377
Q873G4,-0.964722514,-0.940399498,-1.073315918,-0.484666988,-0.878364861,-1.795692229,-1.536509008,-1.430415125
Q9HE76,-1.132896066,-1.147380471,-1.158790529,-0.923666984,-1.100795507,-1.444573887,-1.386350854,-1.432715617
F5HAU9,-1.899511099,-1.775165975,-1.95391047,-1.435947061,-1.741104364,-1.289603145,-1.167427936,-1.113567405
O43105,-1.223706841,-1.229797244,-1.114326179,-0.774311185,-1.122508824,-0.965542325,-0.588200494,-0.581559415
O59953,-0.701042861,-0.674243718,-0.69569692,-0.487342879,-0.601201504,-1.399862655,-1.11200436,-1.03042799
O93798,-1.725160658,-2.865668535,-1.597738683,-1.095972955,-1.578241169,-0.886420603,-0.771436263,-0.789562061
P00422,-1.145019948,-1.230944157,-1.121194124,-0.771272123,-1.07275176,-1.587795738,-1.516052004,-1.477543828
P05509,-1.151580453,-2.101484656,-0.994022518,-0.661809713,-0.864909053,-1.060660104,-0.585881399,-0.576551134
P05510,-1.327700913,-1.240521669,-0.980883718,-0.848313659,-1.044733226,-1.68959326,-1.374672687,-1.188290469
P08774,-1.473304272,-1.497081816,-1.23650378,-1.049624085,-1.25823468,-1.806460446,-1.778489167,-1.768942866
P08978,-0.932363778,-0.883540541,-0.968167007,-0.609373808,-0.839352936,-0.708795807,-0.635854516,-0.480563892
P0CY44,-1.533095002,-1.467291236,-1.220502138,-1.131444275,-1.307325542,-1.529699128,-1.310866295,-1.096465639
P11592,-0.642885715,-0.555739313,-0.57818675,-0.385755882,-0.522789598,-1.785829933,-1.529197555,-1.494507204
P19115,-0.862759858,-0.778750926,-0.691083908,-0.565796912,-0.718908906,-1.854787529,-1.819906542,-1.44990401
P23351,-2.731582046,-2.727320194,-2.723745227,-2.654420376,-2.711361647,-2.052372897,-1.70882743,-1.437862185
P27770,-0.956196606,-0.890281022,-0.901491344,-0.522412315,-0.843280226,-0.657934407,-0.33687821,-0.295992566
P37211,-0.664430767,-0.607032448,-0.525719464,-0.363073051,-0.507673845,-1.617888969,-1.436772095,-1.409329491
P37212,-1.538917482,-1.499320924,-0.96832943,-0.800029576,-1.302958667,-1.220353158,-0.881881142,-0.681728674
P38667,-0.667205662,-0.677096605,-0.658581167,-0.528924614,-0.614782602,-0.876843732,-0.744899087,-0.751845126
P54118,-0.606947899,-0.600695848,-0.591769576,-0.40716587,-0.516153827,-1.164862109,-1.137093644,-1.115668674
P61859,-0.307770014,-0.31942299,-0.360006914,-0.189283371,-0.260393023,-0.942795439,-0.828857844,-0.748896036
P78712,-0.882852167,-0.831539184,-0.907722622,-0.318646729,-0.745697677,-0.624554964,-0.298600463,-0.22469319
Q01291,-1.088994622,-1.081858695,-1.060580969,-0.681851,-0.949989259,-1.769268098,-1.733421821,-1.640158089
Q12635,-1.17003572,-1.572061002,-1.171519458,-0.767508477,-1.115706563,-0.971269266,-0.730198289,-0.710638303
Q1K7M0,-2.402216196,-2.2882725,-2.374294877,-1.738966286,-2.038791776,-1.640414612,-1.499997701,-1.454039694
Q1K7T5,-1.279100895,-1.256893277,-1.251515925,-0.990427673,-1.154067576,-0.890014893,-0.731513779,-0.62677427
Q35140,-1.889385462,-1.850771248,-1.592494786,-1.286050141,-1.706495821,-1.974201256,-1.818898693,-1.676275971
Q35141,-2.661479831,-2.727965951,-2.58499527,-2.466897726,-2.531657934,-1.93319486,-1.649980615,-1.441357931
Q6MFP4,-1.341250896,-1.39327085,-1.210483342,-0.747529566,-1.076662123,-0.976956371,-0.930859448,-0.758573436
Q6MVL2,-1.096715987,-0.964931548,-1.009559453,-0.802719146,-0.940710753,-1.230710979,-1.169064291,-1.087314923
Q7RV85,-0.666071504,-0.6537835,-0.570918441,-0.341564745,-0.473849922,-1.172700604,-1.028057511,-1.037332034
Q7RVN0,-0.708148897,-0.712118328,-0.682208568,-0.499273375,-0.639900893,-0.618565278,-0.486417452,-0.416398257
Q7RWT1,-1.168852329,-1.107281387,-0.890235871,-0.652441025,-0.970275789,-1.119363643,-0.843463658,-0.764789246
Q7RXH4,-1.206988871,-1.120029986,-1.083574772,-0.523990288,-0.839789718,-1.037081794,-0.634223259,-0.548849331
Q7RXR1,-1.313167691,-1.28431046,-1.454147696,-0.925517201,-1.171831429,-1.422921706,-1.286289591,-1.161281561
Q7RXY1,-1.150772095,-1.101646364,-1.061550975,-0.634212643,-0.963813484,-0.600912,-0.598668624,-0.592724901
Q7RY84,-1.883373976,-1.721195877,-1.818575025,-1.437360525,-1.538368225,-1.537841805,-1.250963988,-1.250528088
Q7RYE5,-1.504614115,-1.433226466,-1.520242095,-1.120261192,-1.293259621,-1.238073664,-1.16489133,-1.13868588
Q7RYL4,-1.857882023,-1.807126224,-1.922670841,-1.500837147,-1.713912368,-1.896002009,-1.817804245,-1.823649254
Q7RZA5,-1.360145867,-1.327613235,-1.42072016,-0.879257917,-1.191295862,-1.135557032,-0.939133844,-0.984129127
Q7RZC1,-1.483895123,-1.396291316,-1.502936006,-1.188141108,-1.309751034,-1.534188515,-1.365603188,-1.351222078
Q7RZK9,-1.992301166,-1.899660051,-1.973383069,-1.618948162,-1.891646385,-1.797123063,-1.539298111,-1.391277138
Q7S0P8,-2.120747328,-2.048076987,-2.135683298,-1.774229228,-2.11060524,-1.592245559,-1.51020603,-1.493904382
Q7S2I2,-1.843583941,-1.603036225,-1.486734569,-0.934708744,-1.254244149,-1.532695997,-1.191379546,-1.113902581
Q7S2Z9,-1.11125201,-1.112359524,-1.045864522,-0.905047834,-1.005108148,-0.895980926,-0.822743865,-0.747235566
Q7S3C9,-1.457215488,-1.367895961,-1.535349309,-1.048913687,-1.260481238,-1.282214384,-1.056380496,-1.000067494
Q7S3S2,-1.78823781,-1.824894786,-1.827377677,-1.53185755,-1.696000278,-2.061494647,-2.039076593,-1.98537904
